probe,scene,E_S3,E_S3_new,E_S3_dup,d_new,d_dup
B,062ad5b97bf34d75b7c7003b9b6f2cb0,0.004302112851291895,0.004302235785871744,0.004302129615098238,-1.2293457984924316e-07,-1.6763806343078613e-08
B,069044476a7f49b9b83f6364654c85c3,0.12031515687704086,0.12031514197587967,0.12031520903110504,1.4901161193847656e-08,-5.21540641784668e-08
B,0692e0ff0ef34b21b1f3659270d2e558,0.037732355296611786,0.03773244097828865,0.03773240000009537,-8.568167686462402e-08,-4.470348358154297e-08
B,06dd0877eb584e569d1bc9070e42baa2,0.08151775598526001,0.081517793238163,0.08151781558990479,-3.725290298461914e-08,-5.960464477539063e-08
B,07a81928f67f4aa2ad0d59a057ae374e,0.10495389997959137,0.10495397448539734,0.10495390743017197,-7.450580596923828e-08,-7.450580596923828e-09
B,07c2642631f947a5ac799dddeea39eb9,0.04699314385652542,0.04699316620826721,0.046993132680654526,-2.2351741790771484e-08,1.1175870895385742e-08
B,086be698bca14d7791d9032884909954,0.07617193460464478,0.07617194950580597,0.07617196440696716,-1.4901161193847656e-08,-2.9802322387695312e-08
B,087ca366dee64594bba4189b31dd7a45,0.027206899598240852,0.02720676362514496,0.02720673941075802,1.3597309589385986e-07,1.601874828338623e-07
B,08aab5b01d384e0082c56c17fc9f2245,0.00014691721298731863,0.00014691722753923386,0.00014691721298731863,-1.4551915228366852e-11,0.0
B,08bc3a0eec7042389949e2c5ad9bf700,0.025381751358509064,0.02538171410560608,0.02538173831999302,3.725290298461914e-08,1.30385160446167e-08
B,099450527f614a3e81baf1fe4fe087ab,0.05986092984676361,0.05986088141798973,0.05986090376973152,4.842877388000488e-08,2.60770320892334e-08
B,09fb340c826c402683eca48320936aec,0.0001479342463426292,0.00014793417358305305,0.00014793417358305305,7.275957614183426e-11,7.275957614183426e-11
B,0a354259149c4930bac9bab65ce89cdd,0.01899149641394615,0.018991488963365555,0.018991485238075256,7.450580596923828e-09,1.1175870895385742e-08
B,0a39c8c2a2df48b6a072da1d9306cf36,0.1070404052734375,0.10704037547111511,0.1070403903722763,2.9802322387695312e-08,1.4901161193847656e-08
B,0ae2a05bf20c4b028b86c33e26aa9e0c,0.08648751676082611,0.0864875391125679,0.08648750185966492,-2.2351741790771484e-08,1.4901161193847656e-08
B,0af17e65f26647cc99709f7d15944994,0.07292596995830536,0.07292588800191879,0.07292590290307999,8.195638656616211e-08,6.705522537231445e-08
B,0b1cc5fa9d8744ddabb84d3ec55b9a97,0.07136504352092743,0.07136496156454086,0.07136504352092743,8.195638656616211e-08,0.0
B,0b6168841a3f46bdaa56947d469c79da,0.00014689119416289032,0.00014689119416289032,0.00014689119416289032,0.0,0.0
B,0bba5774d2bd40e48a2d246fdd0b92f5,0.0537789985537529,0.05377906933426857,0.05377896502614021,-7.078051567077637e-08,3.3527612686157227e-08
B,0c5eb9cedea94e2180187a07cb661ceb,0.013515373691916466,0.013515292666852474,0.013515316881239414,8.102506399154663e-08,5.681067705154419e-08
B,0c87b9d50c7f4a2292e337ceb54ec36a,0.044676609337329865,0.044676292687654495,0.04467655345797539,3.166496753692627e-07,5.587935447692871e-08
B,0cc862bb5d9f41269631ff62504cfdf9,0.016924794763326645,0.01692480780184269,0.01692480780184269,-1.30385160446167e-08,-1.30385160446167e-08
B,0e63e1ef419b49278ddc45ec63f69979,0.01019211858510971,0.010192109271883965,0.010192153044044971,9.313225746154785e-09,-3.4458935260772705e-08
B,0e92245b9cac4423810aece64743decd,0.05452624708414078,0.0545259565114975,0.0545259565114975,2.905726432800293e-07,2.905726432800293e-07
B,0f3d54f4b2b74580a2c1891c1116dc5f,0.07162674516439438,0.07162691652774811,0.07162667065858841,-1.7136335372924805e-07,7.450580596923828e-08
B,0f48025ff969419582312f9a02fd7af0,0.0848679468035698,0.0848686546087265,0.08486870676279068,-7.078051567077637e-07,-7.599592208862305e-07
B,10edcd93ffa94c2a8cc0bc2e9bcf7eae,0.00014733109856024384,0.00014733109856024384,0.0001473310694564134,0.0,2.9103830456733704e-11
B,1175f68a974a45f5b9b6e51c08f1a432,0.03653769567608833,0.03653768077492714,0.036537691950798035,1.4901161193847656e-08,3.725290298461914e-09
B,11940acb7fe34046ae965ed2fc1a3359,0.00028939160984009504,0.0002893916971515864,0.0002893916971515864,-8.731149137020111e-11,-8.731149137020111e-11
B,1199736697cb491a899f77c0b75112dd,0.00014739551988895983,0.00014739551988895983,0.00014739551988895983,0.0,0.0
B,11b4c003677148478409d6a66a65eb0e,0.00940666813403368,0.00940671470016241,0.009406546130776405,-4.6566128730773926e-08,1.2200325727462769e-07
B,12aef634af8944ff86f9a967ccb1608b,0.06236046925187111,0.06236056610941887,0.06236046925187111,-9.685754776000977e-08,0.0
B,1397ff3d60e04d9aa7b0524d022cf5cf,0.00014783104415982962,0.00014783073856960982,0.00014783101505599916,3.055902197957039e-10,2.9103830456733704e-11
B,13c868d7ccfa48288730c0e6334a288c,0.10515981912612915,0.10515967011451721,0.10516010224819183,1.4901161193847656e-07,-2.8312206268310547e-07
B,13d4e5021ab84f30afd31f35c213cccb,0.008400749415159225,0.00840079877525568,0.008400754071772099,-4.936009645462036e-08,-4.6566128730773926e-09
B,1420fb72273245db90f1e90ab0bc1724,0.08198156952857971,0.0819815993309021,0.0819815993309021,-2.9802322387695312e-08,-2.9802322387695312e-08
B,15db5f6f195c4995898af1b0ce431f80,0.015179634094238281,0.015179643407464027,0.015179547481238842,-9.313225746154785e-09,8.66129994392395e-08
B,1603ccd8b72e49c1a7074f124b212f0e,0.00014745969383511692,0.0001474596792832017,0.00014745969383511692,1.4551915228366852e-11,0.0
B,16ffa17d84c8467f89403df9ad894301,0.00890987366437912,0.008909850381314754,0.008909936994314194,2.3283064365386963e-08,-6.332993507385254e-08
B,17092add79b24457ba29f0b35d660072,0.06784231215715408,0.06784234941005707,0.06784232705831528,-3.725290298461914e-08,-1.4901161193847656e-08
B,179832b0585c415d979f90dced97ae71,0.08920718729496002,0.08920718729496002,0.08920713514089584,0.0,5.21540641784668e-08
B,17bc5de2691b43cfb873091778a8de52,0.0001461858191760257,0.00014618579007219523,0.00014618584827985615,2.9103830456733704e-11,-2.9103830456733704e-11
B,18b0f54db566476fb861c8fa187cd8d8,0.21521781384944916,0.21521781384944916,0.21521779894828796,0.0,1.4901161193847656e-08
B,1907da7461054e5ba6885302c08c2677,0.08299261331558228,0.08299090713262558,0.08299611508846283,1.7061829566955566e-06,-3.5017728805541992e-06
B,191df4fa5f48453d81ede86ed863a3c2,0.0873720720410347,0.08737421780824661,0.08736810088157654,-2.1457672119140625e-06,3.9711594581604e-06
B,193c0e81efc74ed0bd5834586cf3fe8f,0.11511863768100739,0.11511857062578201,0.11511863023042679,6.705522537231445e-08,7.450580596923828e-09
B,195a37929e644c3dbfbe25de252b0969,0.18071210384368896,0.18071219325065613,0.18071216344833374,-8.940696716308594e-08,-5.960464477539063e-08
B,1ada36a1a86a4bdaaa106bee7d9ac67d,0.12165363132953644,0.12165351212024689,0.12165360897779465,1.1920928955078125e-07,2.2351741790771484e-08
B,1b98302c1ed9406a8343b3d39d6c5095,0.0001474486489314586,0.0001474486489314586,0.0001474486489314586,0.0,0.0
